,title,abstract,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
25,Structured Learning for Cell Tracking,We study the problem of learning to track a large quantity of homogeneous objects such as cell tracking in cell culture study and developmental biology. Reliable cell tracking in time-lapse microscopic image sequences is important for modern biomedical research. Existing cell tracking methods are usually kept simple and use only a small number of features to allow for manual parameter tweaking or grid search. We propose a structured learning approach that allows to learn optimum parameters automatically from a training set. This allows for the use of a richer set of features which in turn affords improved tracking compared to recently reported methods on two public benchmark sequences.,<TITLE>A Structured Learning Approach for Reliable Cell Tracking in Microscapes<TITLE>A Structured Learning Approach to Reliable Cell Tracking in Microscapes<TITLE>Structured Learning for Reliable Cell Tracking in Microscopic Images<TITLE>Structured Learning for Reliable Cell Tracking in Microscapes<TITLE>A Structured Learning Approach to Cell Tracking,<TITLE>Structured Learning for Reliable Cell Tracking in Microscaling Time-Lapse Microscapes: A Structured Learning Approach<TITLE>Structured Learning for Reliable Cell Tracking in Microscaling Time-Lapse Microscapes: A Structured Approach.<TITLE>Structured Learning for Reliable Cell Tracking in Microscaling Time-Lapse Microscapes using Structured Random Fields.<TITLE>Structured Learning for Reliable Cell Tracking in Microscaling Time-Lapse Microscapes: a Structured Approach.<TITLE>Structured Learning for Reliable Cell Tracking in Microscaling Time-Lapse Microscapes using Structured Random Fields and,<TITLE>Structured Learning for Cell Tracking in Time-Lapse Microscopic Images<TITLE>Structured Learning for Cell Tracking in Time-lapse Microscopic Images<TITLE>Structured Learning for Cell Tracking in Time-Lapse Microscopic Images<TITLE>Structured Learning for Cell Tracking in Time-lapse Microscopic Images<TITLE>Structured Learning for Large-Scale Cell Tracking,<TITLE>Learning to Track a Large Quantity of Homogeneous Objects<TITLE>Learning to Track a Large Quantum of Homogeneous Objects<TITLE>Learning to Track Homogeneous Objects in Cell Culture and Development Biology<TITLE>Learning to Track Homogeneous Objects in Cell Culture and Evolution Biology<TITLE>Learning to Track Homogeneous Objects via Structured Learning,<TITLE> Structured Learning for Cell Tracking in Time-Lapse Microarray Sequences<TITLE> Learning to Track Homogeneous Objects in Time-Lapse Microarray Sequences<TITLE> Learning to Track Homogeneous Objects with Structured Learning<TITLE> Learning to Track Homogeneous Objects in Microarray Sequences<TITLE> Structured Learning for Modeling Homogeneous Object Tracking,<TITLE>Learning to Track Cells in Time-lapse Microarrays<TITLE>Learning to Track Cells in Microscopic Time-lapse Images<TITLE>Learning to Track Cells in Microarray Time-lapses<TITLE>Learning to Track Cells in Microscopic Time-lapses<TITLE>Learning to Track Cells in Time-lapse Microarray Images
26,Automatically Extracting Challenge Sets for Non-Local Phenomena in Neural Machine Translation,"We show that the state-of-the-art Transformer MT model is not biased towards monotonic reordering (unlike previous recurrent neural network models), but that nevertheless, long-distance dependencies remain a challenge for the model. Since most dependencies are short-distance, common evaluation metrics will be little influenced by how well systems perform on them. We therefore propose an automatic approach for extracting challenge sets rich with long-distance dependencies, and argue that evaluation using this methodology provides a complementary perspective on system performance. To support our claim, we compile challenge sets for English-German and German-English, which are much larger than any previously released challenge set for MT. The extracted sets are large enough to allow reliable automatic evaluation, which makes the proposed approach a scalable and practical solution for evaluating MT performance on the long-tail of syntactic phenomena.",<TITLE>Towards Automatic Evaluation of Machine Translation Systems<TITLE>Compiling Challenge Sets for Machine Translation Evaluation<TITLE>Compiling Challenge Sets for Neural Machine Translation<TITLE>Automatic Evaluation of Machine Translation Challenge Sets<TITLE>Compiling Challenge Sets for Machine Translation,<TITLE>Evaluating Machine Translation with Long-distance Dependencies: An Automatic Approach to the State-of-the-Art Trans<TITLE>Evaluating Machine Translation with Long-distance Dependencies: A Scalable Approach to the State-of-the-Art<TITLE>Evaluating Machine Translation with Long-distance Dependencies: An Automatic Approach to the State-of-the-art Trans<TITLE>Evaluating Machine Translation with Long-distance Dependencies: An Automatic Approach to the State-of-the-Art Transformers<TITLE>Evaluating Machine Translation with Long-distance Dependencies: An Automatic Approach to the State-of-the-Art MT,<TITLE>Automatic Evaluation of Transformer MT on the Long-Tail of Syntactic Phenomena<TITLE>Evaluating Transformer MT on the Long Tail of Syntactic Phenomena Using Challenge Sets<TITLE>Evaluating Transformer MT on the Long Tail of Syntactic Phenomena with Challenge Sets<TITLE>Automatic Evaluation of Transformer MT on the Long-tail of Syntactic Phenomena<TITLE>Automatic Evaluation of Transformer MT on Long-Tail Syntactic Phenomena,<TITLE>Extraction of Challenge Sets with Long-Distance Dependencies<TITLE>Extraction of Long-Distance Dependencies for Transformer MT<TITLE>Evaluating Long-Distance Dependencies for Transformer MT<TITLE>Automatic Extraction of Challenge Sets for Transformer MT<TITLE>Extraction of Challenge Sets for Transformer MT,<TITLE> Extracting Challenge Sets Rich with Long-Distance Dependencies<TITLE> Extracting Challenges Rich with Long-Distance Dependencies<TITLE> Extracting Challenges for Neural Machine Translation<TITLE> Extracting Challenge Sets Rich with Short-Distance Dependencies<TITLE> Extracting Challenge Sets from Recurrent Neural Networks,<TITLE>Automatic Evaluation of Long-Tailed Syntactic Challenges for Transformer MT<TITLE>Automatic Evaluation of Transformer MT with Long-distance Dependencies<TITLE>Automatic Evaluation of Long-distance Dependencies in Transformer MT<TITLE>Automatic Evaluation of Long-distance Dependencies for Transformer MT<TITLE>Automatic Evaluation of Transformer MT
27,Humor as Circuits in Semantic Networks,"This work presents a first step to a general implementation of the Semantic-Script Theory of Humor (SSTH). Of the scarce amount of research in computational humor, no research had focused on humor generation beyond simple puns and punning riddles. We propose an algorithm for mining simple humorous scripts from a semantic network (ConceptNet) by specifically searching for dual scripts that jointly maximize overlap and incongruity metrics in line with Raskin’s Semantic-Script Theory of Humor. Initial results show that a more relaxed constraint of this form is capable of generating humor of deeper semantic content than wordplay riddles. We evaluate the said metrics through a user-assessed quality of the generated two-liners.",<TITLE>Mining Simple Humor for Semantic-Script Theory of Humor<TITLE>Mining Simple Humor with Semantic-Script Theory of Humor<TITLE>Mining Simple Humor from Semantic-Script Theory of Humor<TITLE>Mining Simple Humor for Semantic-Script Theory of Humor.<TITLE>Mining Simple Humor with Semantic-Script Theory of Humor.,<TITLE>Mining Simple Humor for Semantic-Script Theory of Humor with ConceptNet and Raskin’s Sem<TITLE>Mining Simple Humor for Semantic-Script Theory of Humor via ConceptNet and Raskin’s Sem<TITLE>Mining Simple Humor for Semantic-Script Theory of Humor via ConceptNet and Raskin's Semantic Network<TITLE>Mining Simple Humor for Semantic-Script Theory of Humor from ConceptNet: A Relaxed Two-Line Approach<TITLE>Mining Simple Humor for Semantic-Script Theory of Humor with ConceptNet and Raskin's Semantic Network,<TITLE>Mining Semantic Scripts for Humor Generation<TITLE>Mining Semantic Scripts for Humor Generation<TITLE>Mining Semantic Scripts for Comedy Generation<TITLE>Mining Semantic Scripts for Humor Generation<TITLE>Mining Semantic Scripts for Humor Generation,<TITLE>Semantic-Script Theory of Humor: Exploiting Simple Humor from ConceptNet<TITLE>A Semantic-Script Theory of Humor Approach to Humor Generating<TITLE>A Semantic-Script Theory of Humor Approach to Humor Generation<TITLE>A Semantic-Script Theory of Humor Approach<TITLE>Semantic-Script Theory of Humor,<TITLE> Computational Linguistic Humor Mining<TITLE> Computational Linguistic Humor Mining from ConceptNet<TITLE> Semantic-Script Mining for Humor Generation<TITLE> Computational Linguistic Humor Mining Using ConceptNet<TITLE> Semantic-Script Mining for Generating Humor,<TITLE>Generating Two-liners from a Semantic Network<TITLE>Generating Two-liners from Semantic Networks<TITLE>Generating Two-liners from Semantic Content<TITLE>Mining Humor from a Semantic Network<TITLE>Generating Humor from Semantic Content
28,Reduce & Attribute: Two-Step Authorship Attribution for Large-Scale Problems,"Authorship attribution is an active research area which has been prevalent for many decades. Nevertheless, the majority of approaches consider problem sizes of a few candidate authors only, making them difficult to apply to recent scenarios incorporating thousands of authors emerging due to the manifold means to digitally share text. In this study, we focus on such large-scale problems and propose to effectively reduce the number of candidate authors before applying common attribution techniques. By utilizing document embeddings, we show on a novel, comprehensive dataset collection that the set of candidate authors can be reduced with high accuracy. Moreover, we show that common authorship attribution methods substantially benefit from a preliminary reduction if thousands of authors are involved.",<TITLE>Reducing the Number of Candidate Authors for Authorship Attribution<TITLE>Reducing the Number of Candidate Authors in Authorship Attribution<TITLE>Reducing the Number of Candidate Authors for Article Attribution<TITLE>Reducing the Number of Candidate Authorship Attribution Methods<TITLE>Large-Scale Attribution via Document Embeddings,<TITLE>Authorship Attribution via Document Embeddings and Manifold Representations: A Dataset and Application to Large-Scale<TITLE>Authorship Attribution via Document Embeddings and Manifold Representations: A Large-Scale Study on the Role of Document<TITLE>Authorship Attribution via Document Embeddings and Manifold Representations: A Dataset and Application to Large-scale<TITLE>Authorship Attribution via Document Embeddings and Manifold Representations: A Large-Scale Study on the Role of Auth<TITLE>Authorship Attribution via Document Embeddings and Manifold Representations: A Large-Scale Study on the Role of Common,<TITLE>Reducing the Set of Candidate Authors for Large-Scale Authorship Attribution<TITLE>Reducing the Set of Author Candidates for Authorship Attribution<TITLE>Reducing the Set of Author Candidates for Authorship Attribution<TITLE>Reducing the Set of Candidate Authors for Authorship Attribution<TITLE>Reducing the Set of Candidate Authors for Authorship Attribution,<TITLE>Using Document Embeddings to Reduce Authorship Attribution<TITLE>Using Document Embeddings to Reduce Authorship Adjudication<TITLE>Large-Scale Problems with Common Authorship Attribution<TITLE>Using Document Embeddings to Reduce Authorship Addition<TITLE>Large-Scale Problems for Authorship Attribution,<TITLE> Large-Scale Authorship Attribution Using Document Embeddings<TITLE> Large-Scale Authorship Attribution via Document Embeddings<TITLE> Reducing Large-Scale Authorship Attribution Problems Using Document Embeddings<TITLE> Reducing Large-Scale Authorship Attribution Problems with Document Embeddings<TITLE> Large-Scale Authorship Attribution Using Document Embeddings: A Case Study,<TITLE>Large-Scale Authorship Attribution with Document Embeddings<TITLE>Large-Scale Authorship Attribution via Document Embeddings<TITLE>Reducing the Number of Candidate Authors for Authorship Attribution<TITLE>Large-Scale Authorship Attribution via Document Embedding<TITLE>Reducing the Number of Authorship Attribution Candidates
29,A Discriminative Training Procedure for Continuous Translation Models,"Continuous-space translation models have recently emerged as extremely powerful ways to boost the performance of existing translation systems. A simple, yet effective way to integrate such models in inference is to use them in an N -best rescoring step. In this paper, we focus on this scenario and show that the performance gains in rescoring can be greatly increased when the neural network is trained jointly with all the other model parameters, using an appropriate objective function. Our approach is validated on two domains, where it outperforms strong baselines.",<TITLE>Neural Rescoring for Continuous-Space Translation<TITLE>Rescoring Neural Networks for Continuous-Space Translation<TITLE>Rescoring Neural Network for Continuous-Space Translation<TITLE>Neural Rescoring for Continuous-space Translation<TITLE>Rescoring Neural Machine Translation Models,<TITLE>Rescoring Neural Networks for Continuous-Space Translation Modeling: An N-best Resoring Algorithm and an Objective Function<TITLE>Rescoring Neural Networks for Continuous-Space Translation Modeling: An N-best Resoring Algorithm and an N-<TITLE>Rescoring Neural Networks for Continuous-Space Translation Modeling: An N-best Rescoring Algorithm and an Objective<TITLE>Rescoring Neural Networks for Continuous-Space Translation Modeling: An N-best Rescoring Algorithm and a Joint<TITLE>Rescoring Neural Networks for Continuous-Space Translation Modeling: An N-best Rescoring Algorithm and an N,<TITLE>Rescoring with Joint Neural Networks for Continuous-Space Translation Models<TITLE>Rescoring in Continuous-Space Translation Models with Joint Inference<TITLE>Rescoring in Continuous-Space Translation Models with Joint Neural Networks<TITLE>Rescoring with Joint Neural Networks for Continuous-Space Translation<TITLE>Rescoring with Neural Networks for Continuous-Space Translation Models,<TITLE>Continuous-Space Translation Models in Inference<TITLE>Continuous-Space Translation Models with Objective Function<TITLE>Continuous-Space Translation Models for Inference<TITLE>Continuous-Sspace Translation Models<TITLE>Continuous-Space Translation Models,<TITLE> Jointly Training Neural Networks for Continuous-Space Translation<TITLE> Training Neural Networks for Continuous-Space Translation<TITLE> Joint Training of Neural Networks for Continuous-Space Translation<TITLE> Joint Training of Neural Network Models for Continuous-Space Translation<TITLE> Joint Training of Continuous-Space Translation Models,<TITLE>Jointly Training Neural Networks for Rescoring in Continuous-Space Translation<TITLE>Jointly Training Neural Networks for Improved Rescoring of Machine Translation Models<TITLE>Joint Training of Continuous-Space Translation Models for Improved Rescoring<TITLE>Joint Training of Continuous-Space Neural Networks for Improved Rescoring<TITLE>Jointly Training Neural Networks for Improved Rescoring
30,Interpreting and Boosting Dropout from a Game-Theoretic View,"This paper aims to understand and improve the utility of the dropout operation from the perspective of game-theoretic interactions. We prove that dropout can suppress the strength of interactions between input variables of deep neural networks (DNNs). The theoretic proof is also verified by various experiments. Furthermore, we find that such interactions were strongly related to the over-fitting problem in deep learning. Thus, the utility of dropout can be regarded as decreasing interactions to alleviate the significance of over-fitting. Based on this understanding, we propose an interaction loss to further improve the utility of dropout. Experimental results have shown that the interaction loss can effectively improve the utility of dropout and boost the performance of DNNs.",<TITLE>The Utility of Dropout in Deep Neural Networks via Interaction Loss<TITLE>Improving the Utility of Dropout in Deep Neural Networks<TITLE>Improved the Utility of Dropout in Deep Neural Networks<TITLE>The Utility of Dropout in Deep Neural Networks<TITLE>The Utility of Dropout for Deep Neural Networks,<TITLE>Understanding and Improving the Utility of Deep Neural Networks with Game-Theoretic Interaction Loss for Over-fitting DNN<TITLE>Understanding and Improving the Utility of Deep Neural Networks with Game-Theoretic Interaction Loss for DNNs using Drop<TITLE>Understanding and Improving the Utility of Deep Neural Networks with Game-Theoretic Interaction Loss for DNNs Using Drop<TITLE>Understanding and Improving the Utility of Deep Neural Networks with Game-Theoretic Interaction Loss for Over-fitting Games in<TITLE>Understanding and Improving the Utility of Deep Neural Networks with Game-Theoretic Interaction Loss for DNNs using an,<TITLE>The Utility of Dropout in Deep Neural Networks via Game-Theoretic Interactions<TITLE>The Utility of Dropout in Deep Neural Networks via Game-theoretic Interactions<TITLE>The Utility of Dropout in Deep Learning from the Perspective of Game Theory<TITLE>The Utility of Dropout in Deep Neural Networks via Interaction Loss<TITLE>The Utility of Dropout and Interaction Loss in Deep Neural Networks,<TITLE>Learning the Utility of Dropout from Game-Theoretic Interactions<TITLE>Game-Theoretic Interaction Loss for Deep Neural Networks<TITLE>Learning the Utility of Dropout from Game-Theoretic interactions<TITLE>Game-Theoretic Interaction Loss in Deep Learning<TITLE>Game-Theoretic Interaction Loss for Deep Learning,<TITLE> On the Utility of Dropout in Deep Learning<TITLE> On the Utility of Dropout for Deep Neural Networks<TITLE> On the Utility of Dropout in Deep Neural Networks<TITLE> Improving the Utility of Dropout in Deep Learning<TITLE> Improving the Utility of Dropout for Deep Learning,<TITLE>Understanding and Improving the Utility of Dropout in Deep Neural Networks<TITLE>Understanding and Improving the Utility of Deep Neural Networks via Interaction Loss<TITLE>Understanding and Improving the Utility of Deep Neural Network via Interaction Loss<TITLE>Understanding and Improving the Utility of Dropout in Deep Learning<TITLE>Understanding and Improving the Utility of Deep Neural Network dropout
31,LexSemTm: A Semantic Dataset Based on All-words Unsupervised Sense Distribution Learning,"There has recently been a lot of interest in unsupervised methods for learning sense distributions, particularly in applications where sense distinctions are needed. This paper analyses a state-of-the-art method for sense distribution learning, and optimises it for application to the entire vocabulary of a given language. The optimised method is then used to produce LEXSEMTM: a sense frequency and semantic dataset of unprecedented size, spanning approximately 88% of polysemous, English simplex lemmas, which is released as a public resource to the community. Finally, the quality of this data is investigated, and the LEXSEMTM sense distributions are shown to be superior to those based on the WORDNET first sense for lemmas missing from SEMCOR, and at least on par with SEMCOR-based distributions otherwise.",<TITLE>LEXSEMTM: An Unsupervised Learning of Sense Distributions<TITLE>LEXSEMTM: An Unsupervised Method for Sense Distribution Learning<TITLE>LEXSEMTM: An Unsupervised Method for Learning Sense Distribution<TITLE>LEXSEMTM: A Large Scale Corpus for Sense Distribution Learning<TITLE>Unsupervised Sense Distribution Learning with LEXSEMTM,<TITLE>Optimising Sense Distributions Using LEXSEMTM: An Empirical Study of the State-of-the<TITLE>Optimising Sense Distributions Using LEXSEMTM: An Empirical Study on the State-of-the<TITLE>Optimising Sense Distributions with LEXSEMTM: An Empirical Study of the State-of-the<TITLE>Optimising Sense Distributions with LEXSEMTM: An Empirical Study on the State-of-the<TITLE>Optimising Sense Distributions Using LEXSEMTM: An Empirical Analysis of the State-of-the,<TITLE>LEXSEMTM: A Large-Scale Unsupervised Learning of Sense Distributions for English<TITLE>LEXSEMTM: A Large-Scale Semantic Dataset for Sense Distribution Learning<TITLE>LEXSEMTM: A Large-Scale Unsupervised Learning of Sense Distributions for English<TITLE>LEXSEMTM: A Large-Scale Unsupervised Learning Method for Sense Distributions<TITLE>LEXSEMTM: A Large-Scale Unsupervised Learning Method for Sense Distributions,<TITLE>LEXSEMTM: An Unsupervised Method for Learning Sense Distributions<TITLE>LEXSEMTM: An Unsupervised Method for Learning Sentiment Distribution<TITLE>LEXSEMTM: Unsupervised Learning of Sentiment Distributions<TITLE>LEXSEMTM: Unsupervised Learning of Sense Distributions<TITLE>Unsupervised Learning of Sense Distributions,<TITLE> Unsupervised Learning of Sense Distributions<TITLE> Unsupervised Sense Distribution Learning<TITLE> Unsupervised Learning of Word Sense Distributions<TITLE> Unsupervised Sense Distribution Learning Using Semantic Datasets<TITLE> Unsupervised Learning of Sense Distributions Using WordNet,<TITLE>LEXSEMTM: A Sense Distribution Model for the Entire Vocabulary of a Language<TITLE>LEXSEMTM: A Sense Distribution Dataset for the Entire Vocabulary of a Language<TITLE>LEXSEMTM: A Sense Distribution Dataset for Unsupervised Learning<TITLE>LEXSEMTM: A Sense Distribution Dataset of Unsupervised Learning<TITLE>LEXSEMTM: A Sense Distribution Dataset for English
32,Nonlinear Learning using Local Coordinate Coding,"This paper introduces a new method for semi-supervised learning on high dimensional nonlinear manifolds, which includes a phase of unsupervised basis learning and a phase of supervised function learning. The learned bases provide a set of anchor points to form a local coordinate system, such that each data point x on the manifold can be locally approximated by a linear combination of its nearby anchor points, and the linear weights become its local coordinate coding. We show that a high dimensional nonlinear function can be approximated by a global linear function with respect to this coding scheme, and the approximation quality is ensured by the locality of such coding. The method turns a difficult nonlinear learning problem into a simple global linear learning problem, which overcomes some drawbacks of traditional local learning methods.",<TITLE>Local Coordinate Coding for Semi-Supervised Nonlinear Manifolds<TITLE>Local Coordinate Coding on High Dimensional Nonlinear Manifolds.<TITLE>Local Coordinate Coding on High Dimensional Nonlinear Manifolds<TITLE>Local Coordinate Coding for High Dimensional Nonlinear Manifolds<TITLE>Global Linear Learning on High Dimensional Nonlinear Manifolds,<TITLE>Local Coordinate Coding for Semi-Supervised Manifold Learning on High Dimensional Non-Linear Manifolds<TITLE>Local Coordinate Coding for Semi-Supervised Manifold Learning on High Dimensional Nonlinear Manifolds with Global<TITLE>Local Coordinate Coding for Semi-Supervised Manifold Learning on High Dimensional Non-Linear Manifolds.<TITLE>Local Coordinate Coding for Semi-Supervised Manifold Learning on High Dimensional Nonlinear Manifolds via Global<TITLE>Local Coordinate Coding for Semi-Supervised Manifold Learning on High Dimensional Nonlinear Manifolds with Application,<TITLE>A Local Coordinate Coding Scheme for Semi-Supervised Learning on Nonlinear Manifolds<TITLE>Local Coordinate Coding for Semi-Supervised Learning on Nonlinear Manifolds.<TITLE>Local Coordinate Coding for Semi-Supervised Learning on Nonlinear Manifolds<TITLE>Global Linear Learning on High Dimensional Nonlinear Manifolds<TITLE>Global Linear Learning on Nonlinear Manifolds,<TITLE>Semi-Supervised Learning on High Dimensional Nonlinear Manifolds<TITLE>Semi-Supervised Learning on High dimensional Nonlinear Manifolds<TITLE>Semi-Supervised Learning of High Dimensional Nonlinear Manifolds<TITLE>Semi-Supervised Learning on High Dimensional Nonlinear Manifold<TITLE>Semi-supervised Learning on High Dimensional Nonlinear Manifolds,<TITLE> Semi-Supervised Learning on High Dimensional Nonlinear Manifolds<TITLE> Semi-Supervised Learning on High Dimensional Nonlinear manifolds<TITLE> Semi-supervised Learning on High Dimensional Nonlinear Manifolds<TITLE> Semi-Supervised Learning on High Dimensional Nonlinear Mixtures<TITLE> Semi-Supervised Learning on High Dimensional Nonlinear Models,<TITLE>Global Linear Programming for Semi-Supervised Learning on High Dimensional Manifolds<TITLE>Global Linear Coding for Semi-Supervised Learning on High Dimensional Manifolds<TITLE>Semi-Supervised Learning on High Dimensional Manifolds via Global Linear Coding<TITLE>Semi-Supervised Learning on High Dimensional Manifolds with Global Linear Functions<TITLE>Semi-Supervised Learning on High Dimensional Manifolds
33,Kernels for Multi--task Learning,"This paper provides a foundation for multi–task learning using reproducing kernel Hilbert spaces of vector–valued functions. In this setting, the kernel is a matrix–valued function. Some explicit examples will be described which go beyond our earlier results in [7]. In particular, we characterize classes of matrix– valued kernels which are linear and are of the dot product or the translation invariant type. We discuss how these kernels can be used to model relations between the tasks and present linear multi–task learning algorithms. Finally, we present a novel proof of the representer theorem for a minimizer of a regularization functional which is based on the notion of minimal norm interpolation.",<TITLE>Linear Multi-Task Learning with Matrix-Valued Kernels<TITLE>Linear Multi-task Learning with Matrix-Valued Kernels<TITLE>Linear Multi-Task Learning with Matrix-Valued Kernel Functions<TITLE>On the Representation of Matrix-Valued Kernels<TITLE>Kernel Representations of Vector-Valued Functions,<TITLE>Multi-Task Learning with Minimal Norm Interpolation and Matrix-Valued Kernel Hilbert Spaces of Vector-valued Functions.<TITLE>Multi-Task Learning with Minimal Norm Interpolation and Matrix-Valued Kernels of Vector-valued Functions using Hilbert<TITLE>Multi-Task Learning with Minimal Norm Interpolation and Matrix-Valued Kernels of Vector-valued Functions using Reprodu<TITLE>Multi-Task Learning with Minimal Norm Interpolation and Matrix-Valued Kernels of Vector-valued Functions via Represent<TITLE>Multi-Task Learning with Minimal Norm Interpolation and Matrix-Valued Kernels of Vector-valued Functions via Hilbert,<TITLE>Multi-Task Learning with Reproducing Kernels<TITLE>Multi-Task Learning with Reproducing Kernel Hilbert Spaces<TITLE>Multi-task Learning with Reproducing Kernels<TITLE>Multi-Task Learning with Reproducing Kernels<TITLE>Multi-Task Learning with Reproducing Kernels,<TITLE>Multi-Task Learning using Replicating Kernel Hilbert Spaces of Vector–Valuated Functions<TITLE>Multi-Task Learning with Replicating Kernel Hilbert Spaces of Vector–Valuated Functions<TITLE>Multi-Task Learning using Replicating Kernel Hilbert Spaces of Vector–Valid Functions<TITLE>Multi-Task Learning with Replicating Kernels of Vector–Valued Functions<TITLE>Multi-Task Learning using Replicating Kernels of Vector–Valued Functions,<TITLE> Multi-Task Learning with Reproducing Kernel Hilbert Spaces<TITLE> Multitask Learning with Reproducing Kernel Hilbert Spaces<TITLE> Multi–Task Learning with Reproducing Kernel Hilbert Spaces<TITLE> Multi-Task Learning Using Reproducing Kernel Hilbert Spaces<TITLE> Multi–Task Learning Using Reproducing Kernel Hilbert Spaces,<TITLE>Multi-Task Learning with Matrix-Valued Kernels<TITLE>Multi-Task Learning with Matrix-valued Kernels<TITLE>On the Representation of Matrix-Valued Kernels<TITLE>On the Representation of Matrix-valued Kernels<TITLE>Learning Linear Multi-Task Kernels
34,Chinese-English Backward Transliteration Assisted with Mining Monolingual Web Pages,"In this paper, we present a novel backward transliteration approach which can further assist the existing statistical model by mining monolingual web resources. Firstly, we employ the syllable-based search to revise the transliteration candidates from the statistical model. By mapping all of them into existing words, we can filter or correct some pseudo candidates and improve the overall recall. Secondly, an AdaBoost model is used to rerank the revised candidates based on the information extracted from monolingual web pages. To get a better precision during the reranking process, a variety of web-based information is exploited to adjust the ranking score, so that some candidates which are less possible to be transliteration names will be assigned with lower ranks. The experimental results show that the proposed framework can significantly outperform the baseline transliteration system in both precision and recall.",<TITLE>Recovering Transliteration Candidates from Monolingual Web Pages for Statistical Machine Translation<TITLE>Recovering Transliteration Candidates from Monolingual Web Pages for Statistical Modeling<TITLE>Recovering Transliteration Candidates from Monolingual Web Pages with Synthetic Search<TITLE>Recovering Transliteration Candidates from Monolingual Web Pages<TITLE>Recovering Transliteration Candidates Using Monolingual Web Resources,<TITLE>Backward Transliteration with Syllable-Based Search Based on Web-based Information Extraction from Monolingual Web<TITLE>Backward Transliteration with Syllable-Based Search Based on Monolingual Web Resources and Improved Reranking for<TITLE>Backward Transliteration with Syllable-Based Search Based on Monolingual Web Resources and Improved Reranking of<TITLE>Backward Transliteration with Syllable-Based Search Based on Web-based Information Extraction and Reranking of<TITLE>Backward Transliteration with Syllable-Based Search Based on Web-based Information Extraction and Reranking for,<TITLE>A Novel Backward Transliteration Approach Using Syllable-based Search and Monolingual Web Resources<TITLE>A Novel Backward Transliteration Approach Using Syllable-Based Search and Monolingual Web Resources<TITLE>A Novel Backward Transliteration Approach Using Syllable-based Search and Monolingual Web Information<TITLE>A Novel Backward Transliteration Approach Using Syllable-Based Search and Monolingual Web Information<TITLE>A Novel Backward Transliteration Approach Using Syllable-based Search and Web Resources,<TITLE>A Backward Transliteration Approach for Multilingual Web Resources<TITLE>A Backward Transliteration Approach to the Statistic Model<TITLE>Backward Transliteration by Mining Monolingual Web Resource Resources<TITLE>Backward Transliteration by Mining Monolingual Web Resources<TITLE>Backward Transliteration by Mining Monolingual Web Resources,<TITLE> Forward Transliteration for Statistical Machine Translation<TITLE> Backward Transliteration for Statistical Machine Translation<TITLE> Forward Transliteration for Statistical Translation<TITLE> Forward Transliteration for Statistical Machine Translation Using Web-based Information<TITLE> Forward Transliteration for Statistical Machine Translation Using Web-Based Information,<TITLE>Exploiting Monolingual Web Resources for Better Recall and Ranking<TITLE>Exploiting Monolingual Web Resources for Better Recall and Precision<TITLE>Exploiting Monolingual Web Resources for Reranking Candidates<TITLE>Mining Monolingual Web Resources for Better Recall and Ranking<TITLE>Mining Monolingual Web Resources for Better Recall and Precision
