,0,1,2,3,4,5,6
10, A Synchronous Parser Based on Two successive Monolingual Parses gpt2,Two monolingual parses are better than one (synchronous parse),A Two-Parse Synchronous Parsing Algorithm for Binary SCFG t5_small,A Two-Parallel Synchronous Parsing Algorithm Based on Successive Monolingual Parsing and Pruned Search bart_cnn,Efficient Synchronous Parsing with Two Syntactic Monolingual Parses pegasus_xsum,Efficient Synchronous Parsing with Two Monolingual Parses bart_xsum,"We describe a synchronous parsing algorithm that is based on two successive monolingual parses of an input sentence pair. Although the worst-case complexity of this algorithm is and must be O(n) for binary SCFGs, its average-case run-time is far better. We demonstrate that for a number of common synchronous parsing problems, the two-parse algorithm substantially outperforms alternative synchronous parsing strategies, making it efficient enough to be utilized without resorting to a pruned search."
11,Semantic Frame Identification with Distributed Representations of Predicates and their Syntactic Context bart_base,Semantic Frame Identification with Distributed Word Representations,Semantic Frame Identification with Distributed Representations of Predicates and Their Syntactic Context t5_small,Semantic Frame Identification Using Distributed Representations of Predicates and their Syntactic Context bart_xsum, Semantic Frame Identification Using Distributional Representations gpt2,Semantic Frame Identification using Syntactic and Semantic Representations of Predicates and their Syntactic Context Using Word Embeddings bart_cnn,"We present a novel technique for semantic frame identification using distributed representations of predicates and their syntactic context; this technique leverages automatic syntactic parses and a generic set of word embeddings. Given labeled data annotated with frame-semantic parses, we learn a model that projects the set of word representations for the syntactic context around a predicate to a low dimensional representation. The latter is used for semantic frame identification; with a standard argument identification method inspired by prior work, we achieve state-ofthe-art results on FrameNet-style framesemantic analysis. Additionally, we report strong results on PropBank-style semantic role labeling in comparison to prior work."
12,Similarity Measures for Contextual Word Representations t5_small,Similarity Analysis of Contextual Word Representation Models, Contextual Word Representation Models gpt2,Comparing Neural Architectures of Contextual Word Representations pegasus_xsum,Similarity Analysis of Contextual Word Representations: A Case Study on Information Localization in the Lens of Similarity Analysis. bart_cnn,Similarity Analysis of Contextual Word Representations in Deep Learning bart_xsum,"This paper investigates contextual word representation models from the lens of similarity analysis. Given a collection of trained models, we measure the similarity of their internal representations and attention. Critically, these models come from vastly different architectures. We use existing and novel similarity measures that aim to gauge the level of localization of information in the deep models, and facilitate the investigation of which design factors affect model similarity, without requiring any external linguistic annotation. The analysis reveals that models within the same family are more similar to one another, as may be expected. Surprisingly, different architectures have rather similar representations, but different individual neurons. We also observed differences in information localization in lower and higher layers and found that higher layers are more affected by fine-tuning on downstream tasks."
13,Dependency-based Categorial Grammars pegasus_xsum,Synthesizing Semantic Phenomena in Categorial Grammar bart_base,Coupling CCG and Hybrid Logic Dependency Semantics,Combinatory Categorial Grammar: A Dependency-Based Perspective on Language Meaning t5_small,Dependency-Based Categorial Grammar with Hybrid Logic bart_xsum, Compositional Semantics with Hybrid Logic and Situated Inference gpt2,"Categorial grammar has traditionally used the λ-calculus to represent meaning. We present an alternative, dependency-based perspective on linguistic meaning and situate it in the computational setting. This perspective is formalized in terms of hybrid logic and has a rich yet perspicuous propositional ontology that enables a wide variety of semantic phenomena to be represented in a single meaning formalism. Finally, we show how we can couple this formalization to Combinatory Categorial Grammar to produce interpretations compositionally."
14, A Sense-Level Lexicon for Opinion Inference gpt2,A Sense-Level Lexicon for Opinion Inference pegasus_xsum,+/-EffectWordNet: Sense-level Lexicon Acquisition for Opinion Inference,A Graph-based Lexicon of +/--Effect Events bart_xsum,A Sense-Level Lexicon for Opinion Inference in NLP bart_base,A Sense-Level Lexicon of Events Using WordNet1 Relations and Gloss Information for Opinion Inference on Entities +/- bart_cnn,"Recently, work in NLP was initiated on a type of opinion inference that arises when opinions are expressed toward events which have positive or negative effects on entities (+/-effect events). This paper addresses methods for creating a lexicon of such events, to support such work on opinion inference. Due to significant sense ambiguity, our goal is to develop a sense-level rather than word-level lexicon. To maximize the effectiveness of different types of information, we combine a graph-based method using WordNet1 relations and a standard classifier using gloss information. A hybrid between the two gives the best results. Further, we provide evidence that the model is an effective way to guide manual annotation to find +/-effect senses that are not in the seed set."
15,Integrating Subjectivity Word Sense Disambiguation into Contextual Opinion Analysis: A Case Study on Non-Expert Annotations bart_cnn, Improving Contextual Opinion Analysis Using Word Sense Disambiguation gpt2,Scaling up Subjectivity Word Sense Disambiguation for Contextual Opinion Analysis bart_xsum,Integrated Subjectivity Word Sentiment Disambiguation into Contextual Opinion Analysis t5_small,Improving the Impact of Subjectivity Word Sense Disambiguation on Contextual Opinion Analysis,Scaling up Subjectivity Word Sense Disambiguation into Contextual Opinion Analysis pegasus_xsum,"Subjectivity word sense disambiguation (SWSD) is automatically determining which word instances in a corpus are being used with subjective senses, and which are being used with objective senses. SWSD has been shown to improve the performance of contextual opinion analysis, but only on a small scale and using manually developed integration rules. In this paper, we scale up the integration of SWSD into contextual opinion analysis and still obtain improvements in performance, by successfully gathering data annotated by non-expert annotators. Further, by improving the method for integrating SWSD into contextual opinion analysis, even greater benefits from SWSD are achieved than in previous work. We thus more firmly demonstrate the potential of SWSD to improve contextual opinion analysis."
16,Robust Zero-Shot Cross-Domain Slot Filling with Example Values,Robust and Robust Slot Filling for Task-Oriented Dialog Systems with Zero-shot Modeling of Sem bart_cnn,Learning Semantic Representations of Slot Filling Models for Task-Oriented Dialog Systems pegasus_xsum, Learning Semantic Representations of Slots gpt2,Learning Semantic Representations of Slots for Task-oriented Dialogue Systems t5_small,Robust Zero-Shot Slot Filling for Task-Oriented Dialog Systems bart_base,"Task-oriented dialog systems increasingly rely on deep learning-based slot filling models, usually needing extensive labeled training data for target domains. Often, however, little to no target domain training data may be available, or the training and target domain schemas may be misaligned, as is common for web forms on similar websites. Prior zero-shot slot filling models use slot descriptions to learn concepts, but are not robust to misaligned schemas. We propose utilizing both the slot description and a small number of examples of slot values, which may be easily available, to learn semantic representations of slots which are transferable across domains and robust to misaligned schemas. Our approach outperforms state-of-the-art models on two multi-domain datasets, especially in the low-data setting."
17,A Sense-Topic Model for Word Sense Induction with Unsupervised Data Enrichment,A Joint Latent Variable Model for Unsupervised Word Sense Induction bart_xsum,Joint Sense-Topic Modeling for Unsupervised Word Sense Induction with Latent Variables and Neural Word Embedd bart_cnn,A Sense-Topic Model for Word Sense Induction bart_base,A Sense-topic Model for Word Sensitive Induction t5_small,A Sense-topic Model for Word Sense Induction pegasus_xsum,"Word sense induction (WSI) seeks to automatically discover the senses of a word in a corpus via unsupervised methods. We propose a sense-topic model for WSI, which treats sense and topic as two separate latent variables to be inferred jointly. Topics are informed by the entire document, while senses are informed by the local context surrounding the ambiguous word. We also discuss unsupervised ways of enriching the original corpus in order to improve model performance, including using neural word embeddings and external corpora to expand the context of each data instance. We demonstrate significant improvements over the previous state-of-the-art, achieving the best results reported to date on the SemEval-2013 WSI task."
18,A Probabilistic Model of Rumour Frequency Prediction Using Log-Gaussian Cox Processes and Multi-Task Learning in Social bart_cnn, Rumour Frequency Modeling Using Log-Gaussian Processes gpt2,A Probabilistic Model of rumour prevalence based on a Point Process bart_base,A Multi-Task Learning Approach to Predicting the Frequency of Rumours on Social Media pegasus_xsum,Point Process Modelling of Rumour Dynamics in Social Media,A Multi-Task Learning Model of rumour prevalence on social media t5_small,"Rumours on social media exhibit complex temporal patterns. This paper develops a model of rumour prevalence using a point process, namely a log-Gaussian Cox process, to infer an underlying continuous temporal probabilistic model of post frequencies. To generalize over different rumours, we present a multi-task learning method parametrized by the text in posts which allows data statistics to be shared between groups of similar rumours. Our experiments demonstrate that our model outperforms several strong baseline methods for rumour frequency prediction evaluated on tweets from the 2014 Ferguson riots."
19,Agnostic Active Learning: Confidence-Rate Prediction and Consistency of Label Complexity in an Agnostic Hypothesis bart_cnn, Agnostic Active Learning gpt2,Agnostic Active Learning with Confidence-rated Prediction bart_xsum,Agnostic Active Learning with Confidence-Ranking Prediction bart_base,Agnostic Active Learning with Disagreement-Based Models t5_small,Beyond Disagreement-Based Agnostic Active Learning,"We study agnostic active learning, where the goal is to learn a classifier in a prespecified hypothesis class interactively with as few label queries as possible, while making no assumptions on the true function generating the labels. The main algorithm for this problem is disagreement-based active learning, which has a high label requirement. Thus a major challenge is to find an algorithm which achieves better label complexity, is consistent in an agnostic setting, and applies to general classification problems. In this paper, we provide such an algorithm. Our solution is based on two novel contributions; first, a reduction from consistent active learning to confidence-rated prediction with guaranteed error, and second, a novel confidence-rated predictor."
20,Randomized Deep Reinforcement Learning with Monte Carlo Inference bart_xsum,A Randomized Neural Network for Deep Reinforcement Learning t5_small,Randomization and Adaptation of Deep Reinforcement Learning bart_base,Randomized Convolutional Neural Networks for Deep Reinforcement Learning pegasus_xsum,Pokaxpoka: Randomized Deep Reinforcement Learning with Robust Features Invariant Across Diverse and Randomized Environments bart_cnn,Network Randomization: A Simple Technique for Generalization in Deep Reinforcement Learning,"Deep reinforcement learning (RL) agents often fail to generalize to unseen environments (yet semantically similar to trained agents), particularly when they are trained on high-dimensional state spaces, such as images. In this paper, we propose a simple technique to improve a generalization ability of deep RL agents by introducing a randomized (convolutional) neural network that randomly perturbs input observations. It enables trained agents to adapt to new domains by learning robust features invariant across varied and randomized environments. Furthermore, we consider an inference method based on the Monte Carlo approximation to reduce the variance induced by this randomization. We demonstrate the superiority of our method across 2D CoinRun, 3D DeepMind Lab exploration and 3D robotics control tasks: it significantly outperforms various regularization and data augmentation methods for the same purpose. Code is available at github.com/pokaxpoka/netrand."
21,An Improved EM Method for Unsupervised Word Sense Disambiguation pegasus_xsum,Unsupervised Word Sense Disambiguation Using Expectation Maximization Algorithm bart_xsum,Improving Word Sense Disambiguation Using ExpectationMaximization and EM Algorithm for Japanese Dictionary Task in Sense bart_cnn,Improving Unsupervised Learning for Noun Word Sense Disambiguation Problems bart_base,Unsupervised learning of word sense disambiguation rules by estimating an optimum iteration number in the EM algorithm, Improving Word Sense Disambiguation Using Expectation Maximization gpt2,"In this paper, we improve an unsupervised learning method using the ExpectationMaximization (EM) algorithm proposed by Nigam et al. for text classification problems in order to apply it to word sense disambiguation (WSD) problems. The improved method stops the EM algorithm at the optimum iteration number. To estimate that number, we propose two methods. In experiments, we solved 50 noun WSD problems in the Japanese Dictionary Task in SENSEVAL2. The score of our method is a match for the best public score of this task. Furthermore, our methods were confirmed to be effective also for verb WSD problems."
22,State-Reification Networks: Improving Generalization by Modeling the Distribution of Hidden Representations,State Reification for Robust Neural Nets pegasus_xsum, State Reification for Neural Networks gpt2,State Reification for Robust Generalization in Neural Networks bart_base,State Reification for Robust Neural Net Generalization with Adversarial Training of Finite-Labeled Data via Hidden State bart_cnn,State Reification for Neural Nets to Generalize t5_small,"Machine learning promises methods that generalize well from finite labeled data. However, the brittleness of existing neural net approaches is revealed by notable failures, such as the existence of adversarial examples that are misclassified despite being nearly identical to a training example, or the inability of recurrent sequence-processing nets to stay on track without teacher forcing. We introduce a method, which we refer to as state reification, that involves modeling the distribution of hidden states over the training data and then projecting hidden states observed during testing toward this distribution. Our intuition is that if the network can remain in a familiar manifold of hidden space, subsequent layers of the net should be well trained to respond appropriately. We show that this state-reification method helps neural nets to generalize better, especially when labeled data are sparse, and also helps overcome the challenge of achieving robust generalization with adversarial training."
23,"A Fast, Compact, Accurate Model for Language Identification of Codemixed Text",Fine-Grained Multilingual Language Identification pegasus_xsum,Multilingual Language Identification with a Global Constrained Decoder bart_base,Fine-Grained Multilingual Language Identification with a Feed-Forward Network bart_xsum, Fine-Grained Multilingual Language Identification gpt2,Multilingual Language Identification with Feed-forward Networks t5_small,"We address fine-grained multilingual language identification: providing a language code for every token in a sentence, including codemixed text containing multiple languages. Such text is prevalent online, in documents, social media, and message boards. We show that a feed-forward network with a simple globally constrained decoder can accurately and rapidly label both codemixed and monolingual text in 100 languages and 100 language pairs. This model outperforms previously published multilingual approaches in terms of both accuracy and speed, yielding an 800x speed-up and a 19.5% averaged absolute gain on three codemixed datasets. It furthermore outperforms several benchmark systems on monolingual language identification."
24,Unsupervised Bootstrapping of Text Categories Using Latent Semantic Space and Gaussian Mixture bart_xsum,A Generalized Bootstrapping Algorithm for Text Categorization Using Latent Semantic Space and Application to Unsupervised bart_cnn, Generalized Bootstrapping for Text Categorization gpt2,Unsupervised Bootstrapping of Text Categorization Using Latent Semantic Space bart_base,A Generalized Bootstrapping Algorithm t5_small,Investigating Unsupervised Learning for Text Categorization Bootstrapping,"We propose a generalized bootstrapping algorithm in which categories are described by relevant seed features. Our method introduces two unsupervised steps that improve the initial categorization step of the bootstrapping scheme: (i) using Latent Semantic space to obtain a generalized similarity measure between instances and features, and (ii) the Gaussian Mixture algorithm, to obtain uniform classification probabilities for unlabeled examples. The algorithm was evaluated on two Text Categorization tasks and obtained state-of-theart performance using only the category names as initial seeds."
25,A Probabilistic Model for Semantic Role Induction from Unannotated Text bart_xsum,Inducing Semantic Role Clusters with Manual Annotations t5_small,Unsupervised Induction of Semantic Roles, Inducing Semantic Roles from Unannotated Text gpt2,Inducing Semantic Roles from Text for Semantic Role Labeling bart_base,Inducing Semantic Roles of Verbal Arguments from Unannotated Text pegasus_xsum,"Datasets annotated with semantic roles are an important prerequisite to developing highperformance role labeling systems. Unfortunately, the reliance on manual annotations, which are both difficult and highly expensive to produce, presents a major obstacle to the widespread application of these systems across different languages and text genres. In this paper we describe a method for inducing the semantic roles of verbal arguments directly from unannotated text. We formulate the role induction problem as one of detecting alternations and finding a canonical syntactic form for them. Both steps are implemented in a novel probabilistic model, a latent-variable variant of the logistic classifier. Our method increases the purity of the induced role clusters by a wide margin over a strong baseline."
26,LastWords: The LastWords Column (Sproat 2010) - An Accurate Description of the Indus Script Debate in Science bart_cnn, Last Words: The Last Words Newsletter gpt2,The Indus script debate in LastWords t5_small,"Commentary and Discussion: Entropy, the Indus Script, and Language: A Reply to R. Sproat",Last Words: Correcting the Errors of Richard Sproat pegasus_xsum,Last Words: An Analysis of the Reviewing Practice of General Science Journal bart_base,"In a recent LastWords column (Sproat 2010), Richard Sproat laments the reviewing practices of “general science journals” after dismissing our work and that of Lee, Jonathan, and Ziman (2010) as “useless” and “trivially and demonstrably wrong.” Although we expect such categorical statements to have already raised some red flags in the minds of readers, we take this opportunity to present a more accurate description of our work, point out the straw man argument used in Sproat (2010), and provide a more complete characterization of the Indus script debate. A separate response by Lee and colleagues in this issue provides clarification of issues not covered here."
27,"Subjectivity, Information Locality, and Information Gain in English t5_small","Subjectivity, Information Gain, and Lexical Complexity: The Case of Adjective Ordering in English-to- bart_cnn",Predicting Order of Unseen Adjectives in English bart_base,What Makes for Good Adjectives? A Case Study in English pegasus_xsum,What determines the order of adjectives in English? Comparing efficiency-based theories using dependency treebanks,What determines the order of adjectives in English phrases such as big blue box? bart_xsum,"We take up the scientific question of what determines the preferred order of adjectives in English, in phrases such as big blue box where multiple adjectives modify a following noun. We implement and test four quantitative theories, all of which are theoretically motivated in terms of efficiency in human language production and comprehension. The four theories we test are subjectivity (Scontras et al., 2017), information locality (Futrell, 2019), integration cost (Dyer, 2017), and information gain, which we introduce. We evaluate theories based on their ability to predict orders of unseen adjectives in hand-parsed and automatically-parsed dependency treebanks. We find that subjectivity, information locality, and information gain are all strong predictors, with some evidence for a two-factor account, where subjectivity and information gain reflect a factor involving semantics, and information locality reflects collocational preferences."
28,Nash Equilibria in Multi-Agent Systems: A Nash Equilibrium Algorithm for Graphical Games and Applications to Multi bart_cnn,A Compact Algorithm for Computing Nash Equilibria in Graphical Games t5_small, Computing Equilibria in Graphical Games with Compact Representations gpt2,Computing Nash Equilibria in Multi-Agent Games pegasus_xsum,"An Efficient, Exact Algorithm for Solving Tree-Structured Graphical Games",Efficient Nash Equilibria for Multi-Agent Games bart_xsum,"We describe a new algorithm for computing a Nash equilibrium in graphical games, a compact representation for multi-agent systems that we introduced in previous work. The algorithm is the first to compute equilibria both efficiently and exactly for a non-trivial class of graphical games."
29,Algorithms for Optimizing the Ratio of Submodular Functions, Submodular Optimization with Bounded Approximation gpt2,Bridging the Gap Between Submodular Functions: A New Problem and Algorithms pegasus_xsum,Tight Bounds for Minimizing Ratio of Two Submodular Functions: Tightness Bounds and Scalable Algorith bart_cnn,Minimizing the Ratio of Two Submodular Functions bart_xsum,Submodular Ratio Minimization via Bounded Approximation bart_base,"We investigate a new optimization problem involving minimizing the Ratio of two Submodular (RS) functions. We argue that this problem occurs naturally in several real world applications. We then show the connection between this problem and several related problems including minimizing the difference between submodular functions (Iyer & Bilmes, 2012b; Narasimhan & Bilmes, 2005), and to submodular optimization subject to submodular constraints (Iyer & Bilmes, 2013). We show that RS optimization can be solved with bounded approximation factors. We also provide a hardness bound and show that our tightest algorithm matches the lower bound up to a log factor. Finally, we empirically demonstrate the performance and good scalability properties of our algorithms."
30,An effective Discourse Parser that uses Rich Linguistic Information, Modeling Discourse Structure with Compositional Semantics gpt2,First-Order Logical Learning for Rhetorical Relation Classification t5_small,First-Order Logic Learning for Discourse Relation Classification bart_xsum,Exploiting Compositional Semantics and Discourse Structure Data for Rhetorical Relations bart_base,A Logic Learning Approach to Determine Rhetorical Relations between Discourse Segments with Compositional Semantics and Discourse Structure bart_cnn,"This paper presents a first-order logic learning approach to determine rhetorical relations between discourse segments. Beyond linguistic cues and lexical information, our approach exploits compositional semantics and segment discourse structure data. We report a statistically significant improvement in classifying relations over attribute-value learning paradigms such as Decision Trees, RIPPER and Naive Bayes. For discourse parsing, our modified shift-reduce parsing model that uses our relation classifier significantly outperforms a right-branching majority-class baseline."
31,Context-Aware and Context-Agnostic Models for Detecting Vague Content in Privacy Policies t5_small,Identifying Inconsistently Grown Words and Sentences in Privacy Policies bart_base,Detecting and Improving the User Experience of Privacy Policies pegasus_xsum, Identifying Discrete Words and Sentences in Privacy Policies gpt2,Identifying vague content in private policies for detecting vague words and sentences using auxiliary-classifier generative adversarial networks. bart_cnn,Automatic Detection of Vague Words and Sentences in Privacy Policies,"Website privacy policies represent the single most important source of information for users to gauge how their personal data are collected, used and shared by companies. However, privacy policies are often vague and people struggle to understand the content. Their opaqueness poses a significant challenge to both users and policy regulators. In this paper, we seek to identify vague content in privacy policies. We construct the first corpus of human-annotated vague words and sentences and present empirical studies on automatic vagueness detection. In particular, we investigate context-aware and context-agnostic models for predicting vague words, and explore auxiliary-classifier generative adversarial networks for characterizing sentence vagueness. Our experimental results demonstrate the effectiveness of proposed approaches. Finally, we provide suggestions for resolving vagueness and improving the usability of privacy policies."
32, Syntactic Syntactic SMT with Soft Features gpt2,Syntactic SMT with Bilingual Translation Features bart_xsum,A Discriminative Target Sentence Generation System for Syntactic Statistical Machine Translation bart_base,Syntactic SMT Using a Discriminative Text Generation Model,A Novel Architecture for Syntactic Machine Translation with BLEU-based Syntax Features and Bilingual Translation Features from IW bart_cnn,Syntactic Machine Translation with Soft Syntax Features pegasus_xsum,"We study a novel architecture for syntactic SMT. In contrast to the dominant approach in the literature, the system does not rely on translation rules, but treat translation as an unconstrained target sentence generation task, using soft features to capture lexical and syntactic correspondences between the source and target languages. Target syntax features and bilingual translation features are trained consistently in a discriminative model. Experiments using the IWSLT 2010 dataset show that the system achieves BLEU comparable to the state-of-the-art syntactic SMT systems."
33,Relation-Level Distant Supervision with Relation Extraction Models bart_base, Improving Distant Supervision for Relation Extraction gpt2,Multi-Instance Distant Supervision for Relation Extraction with Application to Sentence-Level Relation Level Relation Classification bart_cnn,Multi-Instance Multi-Label Models for Distant Supervision t5_small,Learning Relation Extraction from Distant Supervision with Multi-Instance Multi-label Models bart_xsum,Infusion of Labeled Data into Distant Supervision for Relation Extraction,"Distant supervision usually utilizes only unlabeled data and existing knowledge bases to learn relation extraction models. However, in some cases a small amount of human labeled data is available. In this paper, we demonstrate how a state-of-theart multi-instance multi-label model can be modified to make use of these reliable sentence-level labels in addition to the relation-level distant supervision from a database. Experiments show that our approach achieves a statistically significant increase of 13.5% in F-score and 37% in area under the precision recall curve."
