,title,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
22,0.26925286650657654,-0.807736337184906,-0.320258766412735,-0.8195415139198303,,-0.999769389629364,-1.154640555381775
23,0.0021373201161623,-0.25884750485420227,,-0.21781837940216064,0.2952696681022644,0.37742021679878235,-0.1622305065393448
24,-0.9872703552246094,0.15392586588859558,-1.617484211921692,-0.35412201285362244,-1.3252238035202026,-0.5254818201065063,
25,-1.4024426937103271,-0.3514115512371063,-0.14103473722934723,-0.43875572085380554,-0.24952127039432526,-0.6532154679298401,
26,-0.10551083832979202,-0.07167196273803711,0.29326924681663513,,-0.4475032091140747,-0.5459684133529663,0.9938339591026306
27,-0.14182902872562408,-0.8603191375732422,,0.05851474404335022,0.05458281934261322,-1.901434302330017,0.30367597937583923
28,0.4171430468559265,-0.43391674757003784,0.04278239607810974,,0.2999587953090668,0.21480600535869598,-0.29271578788757324
29,-1.2548052072525024,0.4614478051662445,,-0.04101060330867767,-0.1801876276731491,0.011952387169003487,-0.1798463612794876
30,-0.25581905245780945,,-0.4486534893512726,0.024364488199353218,-0.43984413146972656,-0.2468033879995346,-0.30700448155403137
31,0.17321684956550598,,-0.5775684118270874,0.3543931245803833,-0.13689713180065155,0.0731392651796341,-0.3351675570011139
32,-0.9577314853668213,0.24223174154758453,,0.23107336461544037,0.4641556739807129,0.4641556739807129,0.056015416979789734
33,-0.31548207998275757,-0.11814777553081512,0.7124459743499756,-0.5541211366653442,,-0.12849219143390656,-0.4196130335330963
34,-0.4762657582759857,-0.42375633120536804,-0.4784385859966278,0.1578541249036789,,-0.5564423203468323,0.171469047665596
35,-0.15567271411418915,-0.6595287322998047,-0.41390541195869446,,-0.18871960043907166,-0.18871960043907166,0.06518392264842987
36,-0.8578577637672424,-0.9042830467224121,-0.32951030135154724,,-0.33328503370285034,-1.9271399974822998,-3.5175654888153076
37,-0.14511387050151825,,-0.5659679770469666,0.2127915322780609,-0.3325229585170746,-0.861125648021698,-0.3847568929195404
38,-0.4508785307407379,0.16055415570735931,0.6251676082611084,-0.06506211310625076,-0.7080236077308655,-0.587195873260498,
39,0.27082088589668274,,-0.5357994437217712,-0.5023783445358276,-1.15094792842865,-0.5755194425582886,-0.5023783445358276
40,-0.8616220951080322,-0.5180365443229675,-0.7805046439170837,-0.9120422005653381,-0.7480680346488953,0.12573090195655823,
41,-0.46359315514564514,-0.2857637107372284,-0.3811802566051483,-0.12839668989181519,0.5769755244255066,,-0.5172326564788818
42,-0.3395034372806549,-0.9133692383766174,-0.25717484951019287,-1.2053321599960327,-0.043565720319747925,,0.0030139554291963577
43,-0.5435559749603271,-0.8657612800598145,-0.4700238108634949,-0.771925151348114,-0.04300402104854584,-0.46621328592300415,
44,-0.7870743870735168,0.35048744082450867,0.264861136674881,-0.14428450167179108,-0.18932582437992096,,0.5263672471046448
45,-0.2812381088733673,-0.6072768568992615,0.04138503968715668,0.0021931733936071396,0.21301324665546417,,-0.29530981183052063
46,-0.2576204836368561,,-0.5112820267677307,-0.7575457096099854,-0.5949307084083557,-0.043292075395584106,0.022409768775105476
47,-1.4656038284301758,0.1058850884437561,0.019584009423851967,0.15218284726142883,,0.20132915675640106,-0.8109921813011169
48,0.09093357622623444,0.24602390825748444,,-0.2043718695640564,-0.2348126918077469,-0.35986068844795227,0.22038181126117706
49,-0.42708081007003784,-0.2874181270599365,1.3815197944641113,,0.8461729884147644,-0.995273768901825,0.5617324113845825
50,-0.10530701279640198,0.29751330614089966,,0.29751330614089966,0.29751330614089966,-1.4159955978393555,-0.5151427984237671
51,0.3962830901145935,0.7225058674812317,-0.8325418829917908,1.2955080270767212,0.7159885764122009,,0.542712390422821
52,-0.18505364656448364,0.41441357135772705,-0.39036956429481506,-1.0546717643737793,0.13232426345348358,,0.23359988629817963
53,0.34845009446144104,0.24676524102687836,-0.5665525794029236,-0.4329531788825989,,-0.23331186175346375,1.0523560047149658
54,-0.05898197740316391,-0.32235315442085266,,0.12608206272125244,-0.08469949662685394,0.19030503928661346,-0.43598732352256775
55,-1.0222548246383667,-1.2497154474258423,0.23650893568992615,-0.946353554725647,-1.3062007427215576,-1.3075698614120483,
56,-0.29099100828170776,-0.45955273509025574,-0.9312978982925415,,-0.8173726797103882,0.11861972510814667,0.5684166550636292
57,-0.5273996591567993,-0.6394281387329102,-0.5287834405899048,-0.9586935639381409,-1.4899510145187378,,-0.558809757232666
58,-0.8942140936851501,-1.5953360795974731,-0.04238663613796234,-0.8764078617095947,,-0.4120536148548126,-0.24234749376773834
59,-0.037771835923194885,0.2660848796367645,0.19303636252880096,0.06915313005447388,-0.09904144704341888,,0.10090117156505585
60,-0.8149207234382629,,0.06013433635234833,-0.9043051600456238,-0.3932751417160034,-1.0474785566329956,-1.0686885118484497
61,-0.637241542339325,0.3270999491214752,0.09833157062530518,-0.9699084162712097,-0.0827515572309494,-0.5944231152534485,
62,-0.28506678342819214,,-0.10925393551588058,0.03260365128517151,-0.25154349207878113,0.25366559624671936,-0.46396729350090027
63,-1.647316575050354,-0.3703983426094055,,0.1784357875585556,0.1784357875585556,-0.6374413967132568,-0.08840011060237885
64,-1.1771177053451538,-0.5150066614151001,0.21659401059150696,-0.6589788794517517,,-0.2150844782590866,0.3848208487033844
65,-0.2996753454208374,,-0.2253839373588562,0.4919537603855133,-0.32517847418785095,0.27068251371383667,-0.20628662407398224
66,-0.4052572548389435,0.15370211005210876,0.4657619893550873,,0.02316211350262165,-0.4119637906551361,-0.6064126491546631
67,-0.49944010376930237,-0.06074555218219757,-0.6756772398948669,0.2643676698207855,-0.3304610550403595,,0.10863734781742096
68,-0.07909129559993744,-0.4738856554031372,0.3326021730899811,,-0.8376465439796448,-0.01339120976626873,0.199503093957901
69,-0.7601330876350403,-0.6107515692710876,-0.45406848192214966,-0.12782235443592072,-0.8814216256141663,-0.5762795805931091,
70,-0.8046553730964661,-1.4609507322311401,-0.04729451239109039,-0.1987636834383011,-0.5049896836280823,,-0.1987636834383011
71,-0.2959195673465729,0.09011074155569077,0.08153220266103745,-0.06508268415927887,,0.46653518080711365,0.07201656699180603
72,0.02582411654293537,-0.24209879338741302,0.9369678497314453,,-0.24814562499523163,-0.6142085194587708,-0.39018991589546204
73,1.0212901830673218,0.5745336413383484,,-0.4210764467716217,-0.37135031819343567,-0.4319646656513214,-0.23092487454414368
74,-1.2877857685089111,-0.08737155795097351,-0.07503858208656311,-1.149611473083496,-0.14712007343769073,-0.9255332946777344,
75,-0.9329090714454651,-0.443327933549881,,-0.907230019569397,-0.443327933549881,-0.5363889336585999,0.115354984998703
76,-0.4813081920146942,-0.42140039801597595,0.248474583029747,,-0.05545803904533386,-0.20939378440380096,-0.5995697975158691
77,0.06013499200344086,0.521949827671051,0.39476528763771057,-0.1747448891401291,0.6876212358474731,,-0.1009308323264122
78,0.39630505442619324,,1.3415414094924927,-0.053471699357032776,-0.3370613157749176,0.20211008191108704,-0.03601588308811188
79,-0.4231322705745697,-0.4231322705745697,0.33778080344200134,-0.21288064122200012,,-0.4231322705745697,-0.6495177745819092
80,-0.29738321900367737,-0.31931859254837036,0.35865840315818787,-0.36093869805336,-0.820537805557251,-0.3691461682319641,
81,0.2980543076992035,-0.12482358515262604,0.8305731415748596,,-0.20530636608600616,-0.19232724606990814,-0.09483934938907623
82,-0.082161083817482,0.3947107493877411,0.03182190656661987,0.366680771112442,,0.8251362442970276,0.73443603515625
83,-0.9884377121925354,-0.000248221680521965,0.4166816473007202,-0.19988785684108734,-0.45121535658836365,0.23507528007030487,
84,-0.39980193972587585,0.008248569443821907,0.47437673807144165,-0.24287854135036469,-0.26096341013908386,-0.6735356450080872,
85,-0.8651183843612671,,0.03640822321176529,-0.6089456677436829,-0.14454445242881775,-1.4843902587890625,-0.7950982451438904
86,-0.41302138566970825,-0.7586784958839417,-0.38163095712661743,,-0.42345675826072693,-0.1855485588312149,-0.7399768233299255
87,-0.032632917165756226,-0.01540238969027996,0.06103338301181793,,0.1777835339307785,-0.39529791474342346,-1.0091993808746338
88,-0.23682819306850433,-0.34840133786201477,0.4118921160697937,-0.34840133786201477,-0.010007521137595177,-0.828100860118866,
89,-0.9239900708198547,-0.6406629681587219,0.14625634253025055,-0.6475344300270081,,-0.7650274038314819,-0.7008390426635742
90,0.2567676305770874,,-0.04805745929479599,-0.05687826871871948,-0.17376963794231415,-1.1327003240585327,0.07445795834064484
91,-0.885621190071106,,-0.47489091753959656,-0.7190981507301331,-0.9567722082138062,-0.42452272772789,0.49679192900657654
92,-0.4526403546333313,-2.0571606159210205,-0.7257311940193176,,0.09067896008491516,0.224972203373909,-1.0284521579742432
93,-0.1636093705892563,-0.3603581190109253,-0.03548741340637207,-0.08067549765110016,,-0.8498837947845459,-0.0020103882998228073
94,-0.26743531227111816,-1.1252998113632202,-0.25211411714553833,,-1.5563679933547974,0.21547041833400726,-0.09462064504623413
95,-0.8022329211235046,-0.3741636276245117,,-0.5288085341453552,-0.7469222545623779,-1.496535301208496,-0.5963033437728882
96,0.1149442046880722,-0.22459058463573456,0.37961891293525696,,-0.20261706411838531,0.28605058789253235,-0.800737202167511
97,-0.34423574805259705,-0.36003172397613525,-0.5564459562301636,-0.8105334639549255,-0.4330194294452667,,-0.6485901474952698
98,0.04760405421257019,,-0.6919972896575928,0.3928755819797516,0.04232552647590637,-1.033607840538025,0.551232635974884
99,0.11926352232694626,-0.7862371802330017,-0.649949312210083,0.10974116623401642,,-0.5316140055656433,-0.6288394331932068
100,1.1952344179153442,-0.05907515436410904,,-0.6281557679176331,0.17661067843437195,0.27396315336227417,-1.5010994672775269
101,-0.3671970069408417,-0.5510674118995667,-0.4886477291584015,-1.530680775642395,-0.6145161986351013,,0.5804139375686646
102,-1.2982635498046875,-0.4166320860385895,-0.08887545019388199,-0.28412970900535583,-0.03558659553527832,,0.0871434360742569
103,0.019014419987797737,-0.7691091895103455,0.3376651108264923,-0.6817875504493713,,-0.6955506205558777,0.44722244143486023
104,-0.4638146758079529,0.06238800287246704,,-0.08215136080980301,0.08467338979244232,-2.0723493099212646,-0.9110025763511658
105,-0.1455983966588974,-0.5953843593597412,-0.3850040137767792,-0.16478057205677032,-0.5159528851509094,-0.6315669417381287,
106,0.24138619005680084,0.6318560838699341,0.2637590765953064,,-0.445759117603302,0.27043530344963074,-0.520391047000885
107,-1.2581967115402222,0.14528821408748627,-0.7526106238365173,0.022490115836262703,-0.7857171893119812,,-0.17814263701438904
108,-0.6228797435760498,0.007584111765027046,-0.1559285819530487,0.007584111765027046,,0.007584111765027046,0.6928855180740356
109,-0.1726948767900467,-0.3309434950351715,0.6902474761009216,0.29630234837532043,-0.7467710375785828,,0.5181872248649597
110,-0.842528223991394,,-0.3359569013118744,-1.7515486478805542,-0.36807045340538025,0.40682587027549744,-1.0748106241226196
111,-0.06560604274272919,-0.6656593680381775,-0.47536149621009827,-0.5371060371398926,-0.6656593680381775,-0.0630096048116684,
112,-0.22225385904312134,,-0.34559252858161926,0.36858513951301575,-0.07498510181903839,-0.008546246215701103,0.28217580914497375
113,-0.5525733828544617,-1.5391267538070679,,-2.0557358264923096,-0.11166559904813766,-0.38891172409057617,-0.2878199517726898
114,-0.37615135312080383,-0.4018736481666565,0.6192788481712341,-0.47014984488487244,,-0.2679136097431183,-0.2679136097431183
115,-0.5307112336158752,,-0.4713442027568817,-1.325751543045044,-0.7307072877883911,-0.8811682462692261,-1.1623455286026
116,-0.43905988335609436,-0.3272879421710968,-0.4120981693267822,,0.06106356531381607,0.05061735212802887,0.0072951484471559525
117,-0.48862800002098083,-0.26851126551628113,-0.2656319737434387,-0.6289345026016235,-0.36275723576545715,,-0.26851126551628113
118,-1.5426859855651855,-0.8587427139282227,0.26555660367012024,,-0.3052530586719513,-0.0815480574965477,0.3165796399116516
119,-0.4035029113292694,-0.1319587677717209,0.42422184348106384,0.6865434646606445,0.9661651253700256,0.21007664501667023,
120,-0.6896675229072571,-0.5587677955627441,-0.2736864984035492,-0.860110878944397,-0.27646955847740173,,-0.24763838946819305
121,0.2691411077976227,-1.4559048414230347,0.014560641720890999,-1.3318452835083008,,-1.1172586679458618,-0.5235483050346375
122,0.5978574752807617,-0.46314045786857605,0.2510228455066681,,-0.3457697331905365,-0.3411533236503601,0.02357877977192402
123,0.04581601917743683,-0.1321757733821869,,-0.7508856654167175,0.04300297796726227,-0.8039757013320923,-0.8039757013320923
124,-2.0853559970855713,-0.009155957028269768,0.6143931150436401,0.02286815084517002,0.29227927327156067,-0.4472619593143463,
125,-0.4882919490337372,-0.1564132124185562,,-0.5561013221740723,0.2238272875547409,-0.7511856555938721,-0.4693252742290497
126,-0.46641284227371216,-0.3022523820400238,-0.18924085795879364,,-0.7869097590446472,-0.9564321041107178,-1.1320688724517822
127,0.7497473359107971,-0.6083315014839172,0.1520349234342575,-0.20305845141410828,-0.616999089717865,,-0.0749131515622139
128,-0.8162826299667358,,-0.4762232303619385,-1.0524870157241821,-0.659125030040741,-0.1800272911787033,-1.5418040752410889
129,-0.044854387640953064,-0.3785676062107086,-0.38433948159217834,-0.9903377890586853,,0.710219144821167,0.5717224478721619
130,-0.11801157891750336,-0.6118926405906677,0.2350362092256546,-1.1304906606674194,-0.4841414988040924,0.03633405268192291,
131,0.853654682636261,0.14720198512077332,0.8350099921226501,,-0.4046655595302582,0.44720807671546936,-0.29768773913383484
132,-0.3953162729740143,-0.5790479779243469,-0.16900832951068878,-0.6705912947654724,,-1.338329792022705,-0.752499520778656
133,-0.9396683573722839,-0.7535580396652222,-1.7344220876693726,-1.400976300239563,-1.6176977157592773,-2.6376166343688965,
134,-0.021393610164523125,-0.005834443494677544,-0.09914955496788025,-0.3819316029548645,0.29573073983192444,1.1580384969711304,
135,-1.4164514541625977,,-1.060156226158142,-1.340356469154358,-0.5884371399879456,-0.9654272198677063,-0.25023573637008667
136,0.06695593893527985,-0.6727463603019714,0.006955655291676521,,-0.6727463603019714,-1.2916864156723022,1.1134768724441528
137,-0.8669421672821045,-1.234660267829895,-0.171778604388237,,-0.7002810835838318,0.2242649644613266,0.13520610332489014
138,-0.5290664434432983,-0.30690693855285645,-0.16341575980186462,-0.1872185915708542,-1.0735417604446411,-0.04651649296283722,
139,-1.3193548917770386,-0.04822763800621033,0.4268868565559387,-0.34376323223114014,,-0.45688170194625854,-0.47097012400627136
